id,utterance,intent
545,i would like a pepperoni pizza,orderpizzaintent
12103,i want to update my outlook latest version,softwareupdate
1237,i need 2 art lover,orderpizzaintent
3637,when you send my boarding pass to upcoming flight,getboardingpass
12459,i want a new cable service,startserviceintent
331,yes i order to olive oil brownie,orderdessertintent
10412,i want to change my address for saving account,updateaddress
2814,one sea salt cookie,orderdessertintent
8170,i would like to transfer money from one of my accounts to another please,transfermoney
656,i like to 2 veg out pizza,orderpizzaintent
552,i would like to order 3 medium veggies,orderpizzaintent
3151,i like to have a pizza,orderpizzaintent
13275,i would like to sign up for new cable service,startserviceintent
7860,i need a proof of my car insurance policy,getproofofinsurance
13068,i want to purchase internet,startserviceintent
11653,outlook app not opened and message not send properly,reportbrokensoftware
5144,i want know my seat assingment,getseatinfo
8437,i need to transfer some money to another account,transfermoney
6701,i need a status for my claim,checkclaimstatus
11340,i want to update outlook,softwareupdate
2938,yess i wish to have pizza,orderpizzaintent
3970,i already book a ticket but i change this seat,changeseatassignment
395,i need the menu card to order my food could you please bring irt,ordersideintent
11339,i want update travel expenses,expensereport
11867,here i attach my food receipt,providereceipt
11274,i want to claim my travel expenses,expensereport
5255,check my seat,getseatinfo
7491,i need insurance proof of my car,getproofofinsurance
2082,and i need 1 large beer,orderdrinkintent
10831,i request you to process reimbursment of my expenses,expensereport
12368,i like to connect the cable service,startserviceintent
6129,i need a insurance copy of my car,getproofofinsurance
3930,i want check my seat assignment,changeseatassignment
8395,check my account balance,checkbalance
10664,i have doubt regarding new updates i am unable to update your new version,softwareupdate
5466,i want to know about my seat arrangement,getseatinfo
12774,i want new cable service,startserviceintent
11765,i want to update my expenses please help me sir,expensereport
6394,i am in need of insurance proof for my car,getproofofinsurance
8524,hi i request you to tell my account balance of saving account,checkbalance
5682,i need boarding pass,getboardingpass
10543,checking the global status of servers,checkserverstatus
8376,i have lost credit card,reportlostcard
11060,small change in my order,changeorder
5222,yes could you please check my seat assignment,changeseatassignment
3462,i need a boarding pass,getboardingpass
2418,cheese burger 2,orderburgerintent
3358,yes i like to have a pizza,orderpizzaintent
12241,i need internet plans,startserviceintent
74,2 arugula fresh fruit,ordersaladintent
1236,need meat eater with pepperoni toppings and blue moon beer with tomato mozzarella salad,orderpizzaintent
6310,i wants to know about my claim,checkclaimstatus
4043,seat assignment and decide to change it,changeseatassignment
4823,i want to know mt seat no,getseatinfo
6508,i need a copy of proof of insurance my car,getproofofinsurance
478,i glad like signautre pizza,orderpizzaintent
10677,need reimbursed food expenses,expensereport
6899,i need a insurance for my car,getproofofinsurance
4771,may i know my seat assignment status,changeseatassignment
12853,i want to new cable,startserviceintent
533,there is having salads,ordersaladintent
6910,i need a proof of my car insurance policy,getproofofinsurance
157,i need 1 veg out pizza,orderpizzaintent
13669,i need cable connection,startserviceintent
9781,i lost my credit card last week,reportlostcard
13038,can you tell me how much each of the plans cost,getinformationintent
9610,i am raj i want to check my account balance,checkbalance
12002,salesforce app not working,reportbrokensoftware
2166,yes 2 olive oil brownie,orderdessertintent
10315,there is an error on my credit card bill and can i get it removed,disputecharge
1847,yes make 1 classic caesar and 2 sea salt cookie and 1 lemonade add along with that,ordersaladintent
4632,i need to check my seat assignment can you help me on that,changeseatassignment
4625,oh i like travel in window seat,changeseatassignment
4973,i wants to book a ticket flight,bookflight
5487,i need a boarding pass,getboardingpass
11735,i have an application not working as expected,reportbrokensoftware
3398,classic caesar 1,ordersaladintent
7836,i need a proof of insurance for one car,getproofofinsurance
10781,i use outlook i need software updates,softwareupdate
3500,boarding pass to be sent to my email address or phone numbe,getboardingpass
12339,i need to sign up internet connection,startserviceintent
6482,i need proof of insurance my car,getproofofinsurance
9030,i want change my address,updateaddress
6209,i need a proof of insurance for one of car,getproofofinsurance
2788,classic caeasar 2,ordersaladintent
10352,need to check my account balance,checkbalance
911,i like to have a pizza,orderpizzaintent
13049,i need internet plan,startserviceintent
12821,like to purchase,startserviceintent
3283,please change soda for tea,orderdrinkintent
7919,i need proof of insurance for one of my cars for my business,getproofofinsurance
3759,okaycould you please tell me my seat number for my flight which i have booked for next week for a vacation,getseatinfo
9733,i lost my card,reportlostcard
684,a pizza please,orderpizzaintent
8365,id like to change the address associated with my credit card please,updateaddress
12203,i want to update my expense please help me,expensereport
11152,i have some problem in my outlook account,reportbrokensoftware
1270,1 lemonade i have already said,orderdrinkintent
12754,i need a new cable service connection,startserviceintent
2075,i like to two art lover pizza,orderpizzaintent
3954,check my seat,changeseatassignment
12541,i would like to sign up for a new service from att cable,startserviceintent
7000,hi i need a proof of insurance for my car,getproofofinsurance
8537,i want change my address,updateaddress
5326,i need a boarding pass,getboardingpass
14172,i want a net connection,startserviceintent
12508,i like to purchase cost of 7 10 gb plan,startserviceintent
1899,yes 3 soda,orderdrinkintent
13482,i want to purchase internet,startserviceintent
996,then get me world famous fries,ordersideintent
11494,i are reporting travel expenses,expensereport
8534,hi i have a question about my credit card bill,checkbalance
1644,yes i need 1 lemonade,orderdrinkintent
14187,i need to connect a new phone service,startserviceintent
11284,i have some issues with my browser it shows site is off when i try to open a webpage,reportbrokensoftware
4543,could you please find a flight from north dakota to texas,bookflight
13688,like to purchase,startserviceintent
5526,check my seat assignment,changeseatassignment
10584,i want to puchase new musical instrument,startorder
7067,i need proof of my car insurance,getproofofinsurance
48,"i want 
 classic caesar",ordersaladintent
520,1 bacon smokehouse burger,orderburgerintent
4147,i already book a ticket but change a seat,getseatinfo
2225,yes i like to have a coke,orderdrinkintent
1450,i have two pizza,orderpizzaintent
11391,ok my outlook software not working can you help me,reportbrokensoftware
8773,my credit was lost so close my card,reportlostcard
12644,sign up for new connection,startserviceintent
13696,i need internet,startserviceintent
13961,what are the plans available,getinformationintent
13769,i want new cable connection,startserviceintent
919,classic caesar parmesan,ordersaladintent
6531,i want insurance proof copy,getproofofinsurance
5261,can i also get my boarding pass sent to my email please,getboardingpass
7881,what about my insurance claim status,checkclaimstatus
11458,i need makeup expenses relating to travel,expensereport
3944,i need to check my seat assignment,changeseatassignment
7876,my status claim,checkclaimstatus
1900,i need 2 veg pizza,orderpizzaintent
11063,i need reimbusrsement my expense,expensereport
3300,i would also like a caesar salad,ordersaladintent
3379,1 egg cheese biscuit and 4 bacon ranch grilled chicken salad,ordersaladintent
1475,i need salad not this pizza,ordersaladintent
11687,i want to update outlook,softwareupdate
10503,i use outlook i need software updates,softwareupdate
9453,remove that amount,disputecharge
7015,what is the status of my claim,checkclaimstatus
7253,i need a proof of insurance for one of cars,getproofofinsurance
928,i would like to order a cheeseburger kids meal,orderburgerintent
4812,yes i need my boarding pass,getboardingpass
5759,can you please look for my seat assignment,changeseatassignment
6811,recently i have made purchase of iphone the screen was cracked can you assist me what to do,reportbrokenphone
7416,please help me in getting insurance copy fo rmy car,getproofofinsurance
13719,i requested you to sign up for new service,startserviceintent
6904,ask for fixing the screen,reportbrokenphone
7234,i need a proof,getproofofinsurance
13220,i want to new cable,startserviceintent
3055,add 1 veg out pizza,orderpizzaintent
4702,i need to know about my seat assignment,changeseatassignment
3173,i feel arugula fresh fruit will be good to haveplease take an order for it too,ordersaladintent
7244,my iphone screen was just cracked,reportbrokenphone
1873,i need drinks 1 tea and 1 soda,orderdrinkintent
4397,i need my boarding pass information could you send to my email,getboardingpass
3367,i need cheese pizza,orderpizzaintent
8883,my last credit card bill was charged extra,disputecharge
293,and two salads,ordersaladintent
254,i tikka chiken,ordersideintent
7726,i need fixing screen on my phone,reportbrokenphone
4725,i want to know seat no,getseatinfo
12037,i want to update my outlook to latest version,softwareupdate
12630,i need to sign up internet connection,startserviceintent
9067,haimy card lost so close the card,reportlostcard
7424,i want know about my insurance claim,checkclaimstatus
4634,i want to book for plane ticket,bookflight
4970,and also please send my boarding pass to me,getboardingpass
8012,i need a proof of insurance for one of my cars would you please help me with that,getproofofinsurance
5761,seat assignment and decide to change it,changeseatassignment
1028,sorry ad soda,orderdrinkintent
4600,i need to check my seat assignment drew,changeseatassignment
13042,what is the price of 10 gb data plan,getinformationintent
3235,need meat eater pizza,orderpizzaintent
2343,a lemonade would do,orderdrinkintent
3421,i would like to order 2 green stripe pizza,orderpizzaintent
8629,what is my account balance,checkbalance
10758,my application is not working as expected can you help me,reportbrokensoftware
9127,i lost my credit card,reportlostcard
2729,i need one veg out pizza,orderpizzaintent
3223,yes right i need olive oil brownie desert thats all,orderdessertintent
2700,nope but i need a lemonade too,orderdrinkintent
8588,i need to change the address on my saving bank account,updateaddress
840,make one lemon and 1 classic caeser please,ordersaladintent
3389,i need 2 chocolate shake and 1 vanilla milkshake,orderdrinkintent
7441,i wants to know about my claims,checkclaimstatus
10570,my outlook account was not open it shows me a error,reportbrokensoftware
9325,i want to transfer the money,transfermoney
3666,check my seat assignment and decide to change it,changeseatassignment
3685,i need to check my seat assignment can you help me on that,changeseatassignment
8946,i lost my credit card last week,reportlostcard
4804,okay but i need aisle seat please,changeseatassignment
182,a custom pizza,orderpizzaintent
6903,i need a proof of insurance for one of car,getproofofinsurance
10225,i had lost my credit card and all my account details,reportlostcard
1344,yes i like 1 sea salt cookie,orderdessertintent
11010,i like to report my travel expenses,expensereport
4851,i want check my seat assignment,changeseatassignment
4378,hi i want to book a ticket,bookflight
5325,i need boarding pass,getboardingpass
8430,i lost my credit card,reportlostcard
5657,i wants to book a flight,bookflight
2893,mke some chicken topings,ordersideintent
7112,i want to know the status of my claim,checkclaimstatus
7603,i made a claim last week and want to know the status of it,checkclaimstatus
5187,i need to check my seat assignment,changeseatassignment
13259,i am looking for a good cable service,startserviceintent
13152,i want to purchase new cable internet or phone service,startserviceintent
4160,check my seat assignment,getseatinfo
5358,i want to know my seat no,getseatinfo
13748,what are the data plan available,getinformationintent
9636,pls check my balance for my saving account,checkbalance
3406,i want 2 pepperoni pizzas,orderpizzaintent
13056,need to purchase a cable servicecan u,startserviceintent
4476,may i check my seat assignment,changeseatassignment
3482,hello i want to check my seat assignment,getseatinfo
263,hi good morning i need 1 veg out pizza,orderpizzaintent
2927,i need one artichokes mozzarella ricotta chopped garlic red sauce dollops with extra cheese and sauce toppings,orderpizzaintent
7916,i need a copy of insurance for my car,getproofofinsurance
7695,my ihones screen just cracked,reportbrokenphone
3408,i need veg pizza with cheese,orderpizzaintent
8083,i need a copy of insurance for my car,getproofofinsurance
13078,i want to purchase cable,startserviceintent
6680,i wanted to know status of my claim,checkclaimstatus
3183,yes a lemonade,orderdrinkintent
12445,i want to purchase new cable,startserviceintent
9844,i want to change my address for saving account,updateaddress
12725,i want to purchase new cable service,startserviceintent
3980,i want to check my seat assignment details,getseatinfo
7768,hi i want to know the status of my claim,checkclaimstatus
9101,can i change my address for my account at least,updateaddress
594,agua frescas beer wine,orderdrinkintent
2657,2 big mac,orderburgerintent
13485,i wants to purchase internet,startserviceintent
1197,yes like to have a pizza,orderpizzaintent
3280,give me one lemonade please,orderdrinkintent
6015,i want to know the status of my claim,checkclaimstatus
582,yes 2 sodas,orderdrinkintent
14089,i want new service,startserviceintent
14070,i want to new cable,startserviceintent
10635,skype not opened please can yu help me,reportbrokensoftware
7509,i need a status of my claim,checkclaimstatus
13011,i want to signup for a new internet connection,startserviceintent
681,wild baby arugula,ordersaladintent
14402,i want new cable service,startserviceintent
11190,hi im looking to report my travel expenses,expensereport
13840,sign up for new connection,startserviceintent
5199,i want a booked plain ticket,bookflight
3538,good morning would you be able to sent me my boarding pass,getboardingpass
14145,like to purchase,startserviceintent
5389,i already booked a ticket but i change this seat,changeseatassignment
2069,a soda please,orderdrinkintent
3881,oh ok may i change my seat assignment,changeseatassignment
12911,i need internet,startserviceintent
4522,check my seat assignment,changeseatassignment
8043,i need a copy of insurance for my car,getproofofinsurance
8400,great i need to know our banking routing number,getroutingnumber
12470,i have plan to buy a new cable service with your company,startserviceintent
13925,i want to sign up new service,startserviceintent
13551,i need a cable connection,startserviceintent
9439,hi i want to check my account balance,checkbalance
11673,i want buy a new keyboard sir,startorder
1701,ok no problem please arrange bacon smokehouse burger,orderburgerintent
3699,i need my boarding pass,getboardingpass
12164,record my travel expensesing,expensereport
6687,my claim status,checkclaimstatus
5673,robin please find me a flight from new york to texas,bookflight
10909,i want to purchase new cable service,startorder
11706,and also can you please check the global status of the server,checkserverstatus
13082,i want new cable service,startserviceintent
3246,iced tea 2,orderdrinkintent
9431,hello i lost my card,reportlostcard
6366,i need a proof of insurance for one of car,getproofofinsurance
5270,i like to check my seat assignment,changeseatassignment
11565,my outlook application is not working and missing periodic software updates,reportbrokensoftware
2755,arugula fresh fruit salad,ordersaladintent
14275,i want to start new internet connection,startserviceintent
10308,yes need one more help to order the check books for my account,orderchecks
13621,i would like to sign up new cable service,startserviceintent
8755,i lost my credit card,reportlostcard
13121,i want cable line,startserviceintent
330,with classic caesar salad,ordersaladintent
1157,yes make 3 drinks with ice,orderdrinkintent
5958,please send my boarding passs,getboardingpass
7389,i need help in mobile screen,reportbrokenphone
8860,my credit card was stolen,reportlostcard
13371,please provide information about it,getinformationintent
11227,i are reporting travel expenses,expensereport
10874,an application not working properly,reportbrokensoftware
5542,i want to know my seat no,changeseatassignment
2469,apple slice and 2 fruit n yogurt parfait,orderdessertintent
11743,i want to stop orders of one item,stoporder
9568,my credit card lost on yesterday,reportlostcard
852,yesi need a mcflurry with oreo cookies,orderdessertintent
13306,i need phone connection,startserviceintent
14214,i need new service connection,startserviceintent
7123,i want to fix my broken iphone screen,reportbrokenphone
11029,my computer skype software is not working,reportbrokensoftware
1661,i need 2 veg out pizza,orderpizzaintent
14004,i want new internet service,startserviceintent
6076,i ask the status of my claim,checkclaimstatus
817,i want only 2 veg chessburger 2 medium size coke o cola,orderburgerintent
3613,i need to know about my seat assignment,changeseatassignment
7716,i would like to know the status of my claim,checkclaimstatus
2792,i woul dlike to order 1 pizza,orderpizzaintent
13081,i wand a new cable service plan,startserviceintent
1837,ok i need 50 coffee 20 veg burger and 30 chicken burger,orderburgerintent
7458,hi i am looking to get proof of insurance for one of my cars,getproofofinsurance
3746,i prefer window seat can you arrange for it,changeseatassignment
11384,i want to check status of servers,checkserverstatus
4364,i already booked a ticket but i change this seat,changeseatassignment
13151,i want new cable service,startserviceintent
1429,southwest grilled chicken salad,ordersaladintent
8057,i ask the status of my claim,checkclaimstatus
403,add 1 smore pie please,orderdessertintent
5959,well first id like to check on my seat assignment for my flight,changeseatassignment
6029,i have recently purchased iphone now the screen was broken can you help me on that,reportbrokenphone
12576,i want to purchase new cable service,startserviceintent
8494,i want know companys new lower rates in commercial,checkoffereligibility
9726,my credit card has been stolen,reportlostcard
14362,i request to sign up for new service,startserviceintent
2641,fruit maple oatmeal 2,orderdessertintent
549,i would like to order happy meal,orderburgerintent
6667,i need help getting proof of insurance for one carsof my,getproofofinsurance
8401,yes i need to order some checks with 30 leaf,orderchecks
528,yes i like fries mini,ordersideintent
10680,i want to order some music instruments,startorder
5993,i need a boarding pass,getboardingpass
11247,my outlook is not working it is freezing,reportbrokensoftware
6116,what about my insurance claim status,checkclaimstatus
2916,i like pizza,orderpizzaintent
6426,i want to know the status of my insurance claim,checkclaimstatus
2921,bacon ranch grilled chicken salad,ordersaladintent
11588,report travel expenses,expensereport
1110,i need roasted seasonal veggies pizza,orderpizzaintent
1658,i want signature pizzas,orderpizzaintent
851,i like one italian sausage and tomato cheese,orderpizzaintent
14094,i want to a new gable service,startserviceintent
7187,i need a proof of insurance for one of car,getproofofinsurance
7465,i need status of my claim,checkclaimstatus
7116,i need a proof of insurance for one of my car will you be able to help,getproofofinsurance
2810,southwest grilled chicken salad side salad,ordersaladintent
3552,i need to change my seat,changeseatassignment
8813,i want to check my balance,checkbalance
13177,hi im in terested in getting a new cable servi ee from you,startserviceintent
3122,i like to order 3 meat eater pizza,orderpizzaintent
6599,i need insurance proof for my registered car,getproofofinsurance
13908,i need intrnet service,startserviceintent
4767,id like to check and see what my seat assignment is,changeseatassignment
4929,i need boarding pass,getboardingpass
12696,i want to know about my bill details,viewbillsintent
6630,i want my car insurance proof,getproofofinsurance
4607,so please change it to aisle or middle seat,changeseatassignment
8563,hi i was looking at my bill this and notice that i was double charge for gas on the 12 th of last month,disputecharge
1821,hi i need a white top pizza,orderpizzaintent
1488,three diet coke and what veggies are in salad,orderdrinkintent
4752,i need boarding pass,getboardingpass
4651,i want to book the air ticket could you help me,bookflight
13783,what are the cost of this service,getinformationintent
13631,i want to purchase internet service,startserviceintent
14484,i want to new internet service,startserviceintent
11319,i need a keyboard,startorder
1101,3 vanila cone,orderdessertintent
258,i feel classic caesar would be a good choice,ordersaladintent
986,i like to order 1 meat eater and 1 art lover please,orderpizzaintent
3737,yes i need boarding pass,getboardingpass
1428,hotcakes and sausage,orderburgerintent
763,i would like to order 2 bbq chicken,orderbreakfastintent
7025,i need proof of insurance for one of my cars,getproofofinsurance
14100,i need cable connection,startserviceintent
9975,my account number is 5478 change my address,updateaddress
10821,i would like to order 10 psre 253 keyboards,startorder
14,i like to two red vine pizza,orderpizzaintent
10441,i need to change address,updateaddress
8720,i lost my card,reportlostcard
5518,i need a boarding pass,getboardingpass
3661,seat assignment and decide to change it,changeseatassignment
1652,southwest grilled chicken salad,ordersaladintent
3359,i want coke,orderdrinkintent
12058,i need reimbursement my expenses,expensereport
6909,i need a copy of insurance for my car,getproofofinsurance
9846,ok i want to transfer this balance to my other account,transfermoney
9130,my credit card was lost,reportlostcard
6800,i want status for my claim,checkclaimstatus
8970,oh great and i requesting to change my account address also can you do that,updateaddress
6631,i want my claim insurance of my auto,checkclaimstatus
11539,dear i want some yamaha keyboard so please share the details,startorder
4172,i need my boarding pass,getboardingpass
11946,missing periodic software updates in the outlook,softwareupdate
6973,could you please help me with prooof of insurance for one of my cars,getproofofinsurance
5731,i already book a ticket but i want to chnage it,bookflight
831,i need 2 meat pizza with extra red sauce,orderpizzaintent
1974,hi i would like a quarter pounder with only cheese and a big mac please,orderburgerintent
5720,my seat assignment,changeseatassignment
9601,my credit card was burn in the fire,replacecard
376,2 soda and 1 tea,orderdrinkintent
8125,change the address associated with mycredit card,updateaddress
1945,i want green stripe pizza and fruit salad,orderpizzaintent
5435,i would like to get my boarding pass send to my email please,getboardingpass
11380,i need reimbursement for my travel expenses,expensereport
6717,i want to know the status of my insurance claim,checkclaimstatus
9705,i lost my credit card,reportlostcard
553,one classic caesar,ordersaladintent
6767,i need a proof of insurance for one of car,getproofofinsurance
11436,my application not working as expected missing periodic software updates or checking the global status of servers,softwareupdate
5379,can you please help me with my seat assignment,changeseatassignment
7959,i need a proof of insurance of claim,getproofofinsurance
326,i need 2 red sauce dollops pizza and a mushrooms pizza,orderpizzaintent
9628,in this bill have some error amount,disputecharge
569,ya i need a sprite,orderdrinkintent
2546,3 hot tea,orderdrinkintent
10762,ok please check my software updates,softwareupdate
7830,i need a proof of my car insufrance policy,getproofofinsurance
11916,yesi am using vlc media player softwarebut it some times not respondinghow to solve this issue,reportbrokensoftware
12549,i want to new cable service,startserviceintent
10619,my computer skype software is not working,reportbrokensoftware
12211,needs reimbursement of travel expenses,expensereport
2693,i would have order pizza items,orderpizzaintent
5485,seat assignment and decide to change it,changeseatassignment
8877,i want to change my address on my credit card,updateaddress
9704,i would like to check the balance of my checking account,checkbalance
13479,i want to know about my bill value for this month,viewbillsintent
336,i need 2 art lover,orderpizzaintent
13971,i want to sign up for a new service,startserviceintent
9792,my last credit card bill was charged extra amount,disputecharge
4572,i went to know my seat,getseatinfo
10399,need to change the my new address for my saving account,updateaddress
5618,check my seat assignment,changeseatassignment
13972,i want to choose the 5 gb data plan,upgradeserviceintent
9791,my credit card is missing,reportlostcard
11360,i wanna buy new musical instruments,startorder
1330,yes i have 1 olive oil brownie,orderdessertintent
11863,my outlook account not working properly,reportbrokensoftware
1053,add one more item one soda and one lemonade,orderdrinkintent
10799,i need 50 nos of musical instrument,startorder
8949,hi i lost my credit card,reportlostcard
3774,may i check my seat assignment,changeseatassignment
10378,hi i want your support transfer the money,transfermoney
3138,can i place an order for two medium veg out,orderpizzaintent
12617,i need new cable service,startserviceintent
3915,i need boarding pass,getboardingpass
8603,you have to transfer money from one account to another,transfermoney
3760,i need to check my seat assignment,changeseatassignment
13200,i want a new cable sarvice,startserviceintent
12377,hi i wants to purchase internet,startserviceintent
2279,i like to 2 simple pie,orderdessertintent
10779,i can set up new recurring orders,startorder
10319,i lost my credit card,reportlostcard
9056,my card is stolen please my card as soon as possible,reportlostcard
7348,i need to get a proof of insurance for my car can you help me with that,getproofofinsurance
9251,i have change address,updateaddress
5901,well yes could you possibly change my aisle seat to a window seat,changeseatassignment
11137,i want a musical equipment,startorder
634,1 olive oil brownie,ordersideintent
10037,i need change address,updateaddress
7522,i wants to know about my claim,checkclaimstatus
14138,i wand a new cable connection,startserviceintent
4568,i also need to know my seat number for my trip,getseatinfo
3989,i want to know my seat no,getseatinfo
1049,i like to order 2 chicken burger with double cheese,orderburgerintent
5262,id also like to check my seat assignment as well,changeseatassignment
9085,hi i just wanted to know my account balance information,checkbalance
8488,may i know my account balance,checkbalance
11592,i want to reimbursement my expenses please help me,expensereport
14270,i like to see my current cable bill,viewbillsintent
559,and add 2 beer to it,orderdrinkintent
14226,i got sign up internet connection,startserviceintent
14470,i want to sign up for internet services,startserviceintent
4125,check my seat assignment,changeseatassignment
512,two sacusage mcmuffin,ordersideintent
11174,my outlook mail client not open in my laptop,reportbrokensoftware
554,i would like to have one medium green stripe,orderpizzaintent
10932,record my travel expensesing,expensereport
5135,i want book plane ticket,bookflight
8064,hello i need a proof of insurance for one of my cars,getproofofinsurance
5790,i need a boarding pass,getboardingpass
9790,i lost my credit card,reportlostcard
9637,my credit card bill debit some amount this is error so remove that amount,disputecharge
1320,yes 2 sprite,orderdrinkintent
5078,i need boarding pass,getboardingpass
1190,i need one sprite,orderdrinkintent
2401,i like to have a pizza,orderpizzaintent
11068,i facing error while i open my outlook software can you help to fix it,reportbrokensoftware
14360,i want to purchae new cable service,startserviceintent
4037,yes i need boarding pass,getboardingpass
10230,hi i would like to check my account balance,checkbalance
8246,need to be changed my new address for my saving account,updateaddress
9709,i have lost my lost credit card,reportlostcard
3374,yes i need veg pizza 3 pisces,orderpizzaintent
2676,ok get me a extra large cheese burger with extra bacons,orderburgerintent
6331,i want to know the status of my claim can you please help me,checkclaimstatus
7309,i think i have insurance for it,getproofofinsurance
8521,need to check my balance,checkbalance
9262,i want change new address on my account,updateaddress
13021,i would like to purchase the internet connection,startserviceintent
1923,i want pizza of grilled chicken mozzarella red onion banana peppers gorgonzola bbq sauce drizzle,orderpizzaintent
5638,i need a boarding pass,getboardingpass
13279,i want to purchase new cable service,startserviceintent
5457,i want know my seat assignment,changeseatassignment
9079,my credit card was stolen by yesterday,reportlostcard
8601,i lost my credit card,reportlostcard
11435,missing my periodic software for skype,reportbrokensoftware
13109,i want to purchase internet,startserviceintent
6708,my iphone screen was just cracked i want a help to fix it,reportbrokenphone
80,i would like to have 2 samll size sausage mcmuffin,orderbreakfastintent
7664,can you help me to find out the stautus of my claim,checkclaimstatus
13626,i need new connetion,startserviceintent
11635,whatsapp not open,reportbrokensoftware
6637,i need a proof of insurance for my car,getproofofinsurance
11397,skype app is not working,reportbrokensoftware
9875,i need to change the city name in my credit card record,updateaddress
252,please tlel me the cost of the kaballi pizza,orderpizzaintent
776,i need 2 meat eaters pizza,orderpizzaintent
1128,and take a order of one veg salads,ordersaladintent
36,double quarter pounder with cheese,orderburgerintent
1315,i like to have a pizza,orderpizzaintent
5083,i need to check my seat assignment,changeseatassignment
11019,outlook service is not functioned properly,reportbrokensoftware
13250,i want to purchase internet,startserviceintent
9634,report a credit card lost or stolen,reportlostcard
13136,i want to new cable,startserviceintent
7665,i need a proof of insurance for one car,getproofofinsurance
7333,i think i cracked my iphone screen,reportbrokenphone
1813,i like to red vine,orderdrinkintent
4373,i wanted to check assignment of my flight,changeseatassignment
6860,need a proof of insurance for one of my cars,getproofofinsurance
8279,i want transfer money to another account,transfermoney
6266,i need to known status of my claim,checkclaimstatus
4704,give me my boarding pass,getboardingpass
6052,i need a proof of insurance for one car,getproofofinsurance
8707,am here to report for my stolen card,reportlostcard
9354,i have credit card bill charged removed,disputecharge
9611,i want do transfer money from my account to my friend account,transfermoney
12001,i want check the global status of servers,checkserverstatus
4302,check my seat assignment,changeseatassignment
1177,i want big mac,orderburgerintent
8174,i lost my credit card,reportlostcard
12273,yes i like to purchase internet service,startserviceintent
10685,i need new keyboard models,startorder
11088,hi i wanna know the global status of outlook servers,checkserverstatus
11373,but my outlook software is not working,softwareupdate
1620,1 mutton burger,orderburgerintent
11859,i want to keyboards,startorder
6511,i need a proof of insurance for my car,getproofofinsurance
8595,i want to transfer money to another account,transfermoney
14248,i want to know about the price of the data plan,getinformationintent
6084,i would like to have a proof of insurance for one of my cars,getproofofinsurance
10960,i need a problem in skype,reportbrokensoftware
12486,i want to purchase new cable service,startserviceintent
5086,i wand a booking a plain ticket,bookflight
2545,chicken burgers and sandwichs,orderburgerintent
6458,i need a proof of insurance for my car,getproofofinsurance
2055,yes i want one veg pizza,orderpizzaintent
9584,nee your help to check my account balance,checkbalance
556,and 1 tomato mozzarella salad,ordersaladintent
4610,please sent boarding pass to my email id,getboardingpass
10029,my credit card fully damaged,replacecard
10207,i lost my credit card,reportlostcard
12055,i need to report some expenses to get reimbursed,expensereport
1282,i want pizza with pesto drizzle over grilled chicken roasted red peppers chopped garlic mozzarella arugula,orderpizzaintent
4044,no i need a seat for window,changeseatassignment
12974,help me in signing up for a service,startserviceintent
13427,i want to purchase internet service,startserviceintent
4073,i want book a flight,bookflight
10282,i lost my credit card,reportlostcard
5174,i need to check myseat assignment,changeseatassignment
14419,also can you please tell me how much does it cost,getinformationintent
793,i like to thick pepperoni pizza,orderpizzaintent
6975,my iphone screen just cracked,reportbrokenphone
300,i like to order bigmac with apple slices regular,orderburgerintent
4350,i need to my seat assignment,changeseatassignment
6043,i want to know my claim status,checkclaimstatus
3227,i would like 23 sandwiches,orderbreakfastintent
13694,i want to open an account for cable,startserviceintent
5564,i want to know my seat no m,getseatinfo
3167,i need 2 veg out pizza,orderpizzaintent
8390,i have change my address,updateaddress
1527,yes please add 2 caramel macchiato,orderdrinkintent
11514,hi im looking to buy 20 keyboards,startorder
1601,yes i like to order bicmac with chocolate shake mini,orderburgerintent
11791,whatsapp not open,reportbrokensoftware
631,olive oil brownie cookie,orderdessertintent
10866,i am having trouble with outlook getting the latest updates,softwareupdate
8667,hello i need to check the balance on my account,checkbalance
2886,2 smore pie,orderdessertintent
13285,i need cable connection,startserviceintent
6040,so i need to apply an insurance,getproofofinsurance
11488,skype not open,reportbrokensoftware
13320,i want a new service,startserviceintent
90,yes please add a lemonade,orderdrinkintent
4387,hey drew please send me the boarding pass,getboardingpass
8645,i lost my credit card,reportlostcard
3160,i like to order 3 bbq chkn and 1 classic caesar please,ordersaladintent
7131,i need a proof of insurance for one of the car,getproofofinsurance
1355,i wish to order some burgers and sandwichs,orderburgerintent
5750,give me my boarding pass,getboardingpass
11925,skype application is not running normally,reportbrokensoftware
6768,i ask for fixing the phone screen,reportbrokenphone
7008,hi i need proof of insurance of one of my cars,getproofofinsurance
13366,i want to connect new phone service,startserviceintent
249,yes 2 world famous fries please,ordersideintent
3565,i want to knoe my seat assignments inif,getseatinfo
5877,i want to check my seat assignment,changeseatassignment
3433,i need your help can you send me the boarding pass to my email,getboardingpass
6448,hi i need to fix my iphone screen under insurance,reportbrokenphone
6652,please guide me i need want to status of claim,checkclaimstatus
8745,my credit card was missing,reportlostcard
1345,yes i like 1 soda,orderdrinkintent
4328,i was just wondering if you could tell me my seat assignment for my flight on friday,changeseatassignment
13940,i will select the 10 gb data plan,upgradeserviceintent
4338,send me boarding pass to my mail,getboardingpass
6251,i need a proof of insurance for my car,getproofofinsurance
